second	Volt1	Volt2	clean	background	clean-back	dR/dN
-1.88E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.88E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.87E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.87E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.86E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.86E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.85E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.85E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.84E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.84E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.83E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.83E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.82E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.82E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.81E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.81E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.80E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.80E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.79E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.79E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.78E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.78E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.77E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.77E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.76E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.76E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.75E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.75E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.74E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.74E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.73E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.73E-02	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.72E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.72E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.71E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.71E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.70E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.70E-02	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.69E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.69E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.68E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.68E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.67E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.67E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.66E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.66E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.65E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.65E-02	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.64E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.64E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.63E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.63E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.62E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.62E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.61E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.61E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.60E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.60E-02	1.94E+00	-2.63E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.59E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.59E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.58E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.58E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.57E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.57E-02	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.56E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.56E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.55E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.55E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.54E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.54E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.53E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.53E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.52E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.52E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.51E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.51E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.50E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.50E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.49E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.49E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.48E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.48E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.47E-02	1.94E+00	1.39E-01	#N/A	-2.31E+00	#N/A	#N/A
-6.45E-03	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-6.40E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-6.35E-03	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-6.30E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-6.25E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-6.20E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-6.15E-03	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
-6.10E-03	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
-6.05E-03	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-6.00E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.95E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.90E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-5.85E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.80E-03	1.94E+00	1.39E-01	#N/A	-2.31E+00	#N/A	#N/A
-5.75E-03	1.94E+00	-4.64E-01	#N/A	-2.31E+00	#N/A	#N/A
-5.70E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.65E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-5.60E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.55E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.50E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-5.45E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.40E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-5.35E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-5.30E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.25E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.20E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.15E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.10E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.05E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.00E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.95E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.90E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.85E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.80E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.75E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.70E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.65E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.60E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.55E-03	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.50E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.45E-03	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.40E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.35E-03	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.30E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.25E-03	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.20E-03	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.15E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.10E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.05E-03	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-4.00E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-3.95E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.90E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.85E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.80E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.75E-03	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.70E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.65E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.60E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.55E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.50E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.45E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.40E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-3.35E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.30E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.25E-03	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.20E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.15E-03	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.10E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.05E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.00E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.95E-03	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.90E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.85E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.80E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.75E-03	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.70E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.65E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.60E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-2.55E-03	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.50E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.45E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.40E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-2.35E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.30E-03	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.25E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.20E-03	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.15E-03	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-2.10E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.05E-03	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.00E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.95E-03	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.90E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.85E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.80E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.75E-03	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.70E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.65E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.60E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.55E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.50E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.45E-03	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.40E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-1.35E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.30E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.25E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.20E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.15E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.10E-03	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.05E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.00E-03	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-9.50E-04	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-9.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-8.50E-04	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
-8.00E-04	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-7.50E-04	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-7.00E-04	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
-6.50E-04	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
-6.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.50E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.00E-04	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.50E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-4.00E-04	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
-3.50E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-3.00E-04	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.50E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-2.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.50E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
-1.00E-04	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
-5.00E-05	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
0.00E+00	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
5.00E-05	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.50E-04	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
2.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.50E-04	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
3.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.50E-04	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
4.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
4.50E-04	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
5.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
5.50E-04	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
6.00E-04	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
6.50E-04	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
7.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
7.50E-04	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
8.00E-04	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
8.50E-04	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
9.00E-04	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
9.50E-04	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
1.00E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.05E-03	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
1.10E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.15E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.20E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.25E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.30E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.35E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.40E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.45E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.50E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.55E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.60E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.65E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.70E-03	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.75E-03	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.80E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.85E-03	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.90E-03	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.95E-03	1.94E+00	-6.15E-02	#N/A	-2.31E+00	#N/A	#N/A
2.00E-03	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.02E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.03E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.03E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.04E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.04E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.05E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.05E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
1.06E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.06E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.07E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.07E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.08E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.08E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.09E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.09E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.10E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.10E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.11E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.11E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.12E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.12E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.13E-02	1.94E+00	-6.15E-02	#N/A	-2.31E+00	#N/A	#N/A
1.13E-02	1.94E+00	-2.63E-01	#N/A	-2.31E+00	#N/A	#N/A
1.14E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.14E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.15E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.15E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.16E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.16E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.17E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.17E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.18E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.18E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.19E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.19E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
1.20E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.20E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.21E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.21E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.22E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.22E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.23E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.23E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.24E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.24E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.25E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.25E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.26E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.26E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.27E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.27E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.28E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
