second	Volt1	Volt2	clean	background	clean-back	dR/dN
1.28E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.29E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.29E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.30E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.30E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.31E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.31E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.32E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.32E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.33E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.33E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.34E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.34E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.35E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.35E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.36E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.36E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.37E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.37E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
1.38E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.38E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.39E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.39E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
1.40E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.40E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.41E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.41E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.42E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.42E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.43E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.43E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.44E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.44E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.45E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.45E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.46E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.46E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.47E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.47E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.48E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.48E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.49E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.49E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.50E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.50E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.51E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.51E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.52E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.52E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.53E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.53E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.54E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.54E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.55E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.55E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.56E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.56E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.57E-02	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.57E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.58E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.58E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.59E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.59E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.60E-02	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.60E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.61E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
1.61E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.62E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.62E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.63E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.63E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.64E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.64E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.65E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.65E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.66E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.66E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.67E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.67E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
1.68E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.68E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.69E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.69E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.70E-02	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
1.70E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.71E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.71E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.72E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.72E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.73E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.73E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.74E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.74E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.75E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.75E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.76E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.76E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.77E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.77E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
1.78E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.78E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.79E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.79E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.80E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.80E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.81E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.81E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.82E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
1.82E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.83E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
1.83E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.84E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.84E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
1.85E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
1.85E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
1.86E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
1.86E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.69E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.69E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.70E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.70E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.71E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
2.71E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
2.72E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
2.72E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.73E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
2.73E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.74E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
2.74E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.75E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
2.75E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.76E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.76E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.77E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
2.77E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.78E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.78E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.79E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.79E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
2.80E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.80E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.81E-02	1.94E+00	-2.63E-01	#N/A	-2.31E+00	#N/A	#N/A
2.81E-02	1.94E+00	-2.63E-01	#N/A	-2.31E+00	#N/A	#N/A
2.82E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.82E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.83E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
2.83E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
2.84E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
2.84E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.85E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.85E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
2.86E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
2.86E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.87E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.87E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.88E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
2.88E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.89E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
2.89E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.90E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
2.90E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.91E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.91E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
2.92E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.92E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.93E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.93E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
2.94E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.94E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
2.95E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
2.95E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.96E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
2.96E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.97E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
2.97E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
2.98E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
2.98E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.99E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
2.99E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.00E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.00E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.01E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.01E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.02E-02	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.02E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.03E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
3.03E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.04E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.04E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.05E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.05E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.06E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.06E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.07E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.07E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.08E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.08E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.09E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.09E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.10E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.10E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.11E-02	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.11E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.12E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.12E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.13E-02	1.94E+00	-2.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.13E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.14E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.14E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.15E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.15E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.16E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.16E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.17E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.17E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.18E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.18E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.19E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.19E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.20E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.20E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.21E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.21E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.22E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.22E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.23E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.23E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.24E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.24E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.25E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
3.25E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.26E-02	1.94E+00	-1.67E+00	#N/A	-2.31E+00	#N/A	#N/A
3.26E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.27E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.27E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.28E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.28E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.29E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.29E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.30E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.30E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.31E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
3.31E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.32E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.32E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.33E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.33E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.34E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.34E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.35E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
3.35E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.36E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.36E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.37E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
3.37E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.38E-02	1.94E+00	-6.15E-02	#N/A	-2.31E+00	#N/A	#N/A
3.38E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.39E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.39E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.40E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.40E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.41E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.41E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.42E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.42E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.43E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.43E-02	1.94E+00	-1.87E+00	#N/A	-2.31E+00	#N/A	#N/A
3.44E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
3.44E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.45E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.45E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.46E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.46E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.47E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.47E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.48E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
3.48E-02	1.94E+00	-2.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.49E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.49E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.50E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.50E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.51E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
3.51E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
3.52E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
3.52E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
3.53E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
4.35E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
4.36E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
4.36E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
4.37E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
4.37E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
4.38E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
4.38E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
4.39E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
4.39E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
4.40E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
4.40E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
4.41E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
4.41E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
4.42E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
4.42E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
4.43E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
4.43E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
4.44E-02	1.94E+00	-1.27E+00	#N/A	-2.31E+00	#N/A	#N/A
4.44E-02	1.94E+00	-1.47E+00	#N/A	-2.31E+00	#N/A	#N/A
4.45E-02	1.94E+00	-8.66E-01	#N/A	-2.31E+00	#N/A	#N/A
4.45E-02	1.94E+00	-1.07E+00	#N/A	-2.31E+00	#N/A	#N/A
4.46E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
4.46E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
4.47E-02	1.94E+00	-6.65E-01	#N/A	-2.31E+00	#N/A	#N/A
